Income,Car_Ownership,Current_House_Years,Generation,Prof_business management,Prof_design,Prof_engineering,Prof_finance,Prof_government public service,Prof_healthcare,Prof_miscellaneous,Prof_science research,Prof_technology,State_north_zone,State_south_zone,State_west_zone,City_rural,City_suburban,City_urban,Experience_Age_Ratio,Risk_Flag
4005597,0,14,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.7037037037037037,0
6283337,0,13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.15,0
3039571,1,12,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.16666666666666666,1
1314671,0,14,3,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.016129032258064516,1
8267528,0,10,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.03225806451612903,1
7940301,0,14,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0.42105263157894735,0
3469182,1,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.3055555555555556,0
1355758,0,12,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.2857142857142857,0
9287994,1,12,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0.40816326530612246,0
9483679,0,12,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.07792207792207792,0
9689793,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7619047619047619,0
2299045,1,13,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.19607843137254902,0
3949198,0,13,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.024390243902439025,0
8180608,1,12,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.2727272727272727,0
2786723,0,11,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.40476190476190477,0
6842841,0,10,5,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.12658227848101267,0
5427596,0,10,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.16279069767441862,0
1728531,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.36363636363636365,0
2721131,0,14,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.0,0
2169360,1,11,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.08064516129032258,0
1313758,0,13,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.25,0
5665592,1,13,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.17391304347826086,1
5282772,0,14,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.21666666666666667,0
1590890,1,14,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0
1114922,0,13,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.31746031746031744,0
5836422,1,11,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.6785714285714286,0
4593624,0,10,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.125,0
8079070,0,13,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.027777777777777776,0
3550288,0,10,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.5666666666666667,0
5760259,1,12,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.23529411764705882,1
752492,0,13,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.16176470588235295,1
2800634,0,13,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0.23076923076923078,0
2519524,0,14,4,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.014492753623188406,0
5222891,0,10,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.4583333333333333,0
8572490,1,12,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.4864864864864865,1
874754,1,13,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.23376623376623376,0
573208,1,11,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.12307692307692308,0
9542246,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4857142857142857,0
1539679,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.13636363636363635,1
72337,0,12,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.125,0
2726417,1,13,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.16071428571428573,1
7886209,0,14,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.16666666666666666,0
7226571,0,10,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0
2620226,0,11,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.1,0
7219447,1,11,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.2571428571428571,0
9752289,0,11,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.3548387096774194,0
9462484,0,13,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.30303030303030304,0
9398498,0,11,3,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.1774193548387097,0
396399,0,13,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.0,0
2470390,1,10,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.2916666666666667,0
8925076,1,13,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.35,0
3772503,1,14,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.2878787878787879,0
1119509,0,14,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.11392405063291139,0
1531644,0,14,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.27692307692307694,0
2436676,0,12,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.16666666666666666,1
7722406,0,11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.3055555555555556,1
6879542,0,10,3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0.19672131147540983,0
3806675,1,14,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.2,1
4807050,0,14,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.8,0
3351907,1,13,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0.21739130434782608,0
9563280,1,13,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.6190476190476191,0
3658090,0,14,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.21621621621621623,0
9992141,0,13,4,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.0410958904109589,0
3972570,0,10,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.24489795918367346,0
3291476,0,10,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.0625,1
5023034,0,13,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.2608695652173913,0
4478278,0,10,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.03571428571428571,0
334778,1,11,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.21428571428571427,0
4519520,0,14,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.4411764705882353,0
8887498,1,12,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.38461538461538464,0
6751238,0,13,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.16216216216216217,0
113906,0,13,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.15151515151515152,0
126031,0,14,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.38095238095238093,0
4843050,0,14,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.9047619047619048,1
9695594,1,12,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.0,0
9454916,0,11,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.6153846153846154,1
1838026,0,14,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0.14285714285714285,1
83008,0,13,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0.3333333333333333,1
6056340,0,14,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,1
7737233,0,12,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.1956521739130435,0
9553683,0,14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.08571428571428572,0
5612796,1,14,4,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.1780821917808219,0
976838,0,11,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0.34,0
2091414,0,13,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.2028985507246377,0
6392832,0,14,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.22058823529411764,0
3388914,0,12,4,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.25,0
5100566,1,14,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.6785714285714286,0
6224920,1,10,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.3181818181818182,0
9168264,0,10,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.10344827586206896,0
8624550,0,14,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.2962962962962963,0
9669391,0,10,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.21333333333333335,0
3408897,0,13,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.09433962264150944,1
6935072,0,12,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.24324324324324326,1
324135,0,13,5,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.25316455696202533,1
9437502,1,11,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.07407407407407407,0
963319,1,10,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.6451612903225806,1
7299616,0,12,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.13333333333333333,0
389216,0,10,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.058823529411764705,0
3930054,0,10,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.16883116883116883,0
3614584,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.9047619047619048,0
5471960,0,14,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.25,0
2529252,1,13,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.2127659574468085,0
5929513,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2535211267605634,0
3852760,0,14,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0.03076923076923077,0
8018218,0,10,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.27450980392156865,0
2938854,0,11,4,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.012987012987012988,1
5750879,0,11,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.2545454545454545,0
2106372,0,14,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.05970149253731343,0
389746,1,13,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.36363636363636365,1
8687638,0,12,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.3333333333333333,0
5415286,0,13,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.15217391304347827,0
776732,0,11,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.6923076923076923,1
3669733,0,10,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.13636363636363635,0
5866987,0,10,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0759493670886076,0
2672026,1,13,4,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.20512820512820512,0
1195419,1,12,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.017241379310344827,0
200458,0,12,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.34782608695652173,0
4167302,0,13,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.19148936170212766,0
4164452,0,13,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.5625,1
8305905,1,13,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.046153846153846156,0
1082010,0,14,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.03278688524590164,0
3143520,0,10,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.6551724137931034,0
3861460,1,10,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.10810810810810811,0
5549367,1,10,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.64,0
2841276,1,11,4,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.136986301369863,0
8297764,0,13,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.08955223880597014,0
8315936,0,12,3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.13636363636363635,0
6189583,0,10,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.2857142857142857,0
1937625,0,13,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.21212121212121213,0
6765401,1,12,3,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0.16129032258064516,0
9772584,1,12,4,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.05128205128205128,0
2176153,1,11,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.2641509433962264,0
3411180,0,10,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.24,1
8346382,0,10,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.03278688524590164,0
5757822,0,13,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.08064516129032258,0
3419776,0,14,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.23684210526315788,0
2350608,1,14,4,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.0273972602739726,0
9223483,0,14,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.14285714285714285,0
316520,1,10,3,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.09230769230769231,0
5150223,1,12,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.16666666666666666,0
7991685,0,10,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.1791044776119403,1
230969,0,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0.28,1
5021248,0,13,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.27450980392156865,0
1372418,1,14,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.21621621621621623,0
7331774,1,10,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.012658227848101266,1
6870746,0,14,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.27692307692307694,0
7623349,0,11,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.375,0
3861370,1,13,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.12962962962962962,0
5466795,0,12,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.05357142857142857,0
255805,0,12,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.24324324324324326,0
440370,0,14,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.27586206896551724,1
4470278,0,11,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.18421052631578946,0
2667161,0,11,4,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.1643835616438356,0
5893972,0,10,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0.05172413793103448,1
3775562,1,14,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.6,0
2608726,0,13,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.5405405405405406,0
5429018,0,10,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.09859154929577464,1
8387021,0,14,4,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.0,0
6780007,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4222222222222222,0
2345390,0,13,4,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.2361111111111111,0
9022870,0,13,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.2,0
1398405,0,13,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.08928571428571429,0
1844875,0,10,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.0196078431372549,1
7656057,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.5454545454545454,0
6379391,0,10,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.0,0
7132899,0,12,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.03333333333333333,0
2610610,0,14,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.4482758620689655,0
9269733,0,11,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.24528301886792453,0
8480156,0,14,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0625,0
3794236,0,14,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.325,0
9168065,0,11,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.12903225806451613,0
4389786,0,14,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.6153846153846154,0
6820400,0,11,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.3673469387755102,0
7881984,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.75,0
6667929,0,14,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.09722222222222222,0
9275527,1,12,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.2916666666666667,0
7901673,1,13,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.2682926829268293,0
9814477,1,14,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.5769230769230769,1
5385114,1,14,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0
1626630,0,12,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0.5172413793103449,0
8422792,0,10,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0.2,0
5172474,0,11,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.02564102564102564,1
5018856,0,14,3,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.14285714285714285,0
2536690,1,12,4,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.08571428571428572,0
6080471,0,12,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0.23636363636363636,0
8296091,0,12,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.22666666666666666,0
2985146,1,12,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0
1156363,1,12,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.3958333333333333,1
4548636,0,10,3,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.01694915254237288,0
8715733,1,14,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.1780821917808219,1
6624864,0,14,3,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.22580645161290322,0
5159174,0,13,3,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.19672131147540983,1
2398109,0,11,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.8636363636363636,0
1625599,1,11,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.125,0
989098,0,13,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.3,1
3915752,0,12,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.13513513513513514,0
7316171,0,13,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.12280701754385964,0
6401075,0,10,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.2702702702702703,0
80764,0,10,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.017857142857142856,0
364988,0,10,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.19642857142857142,0
1940910,1,11,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.03571428571428571,0
9959218,0,14,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.20454545454545456,0
5668973,1,11,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.31666666666666665,0
9933016,1,13,4,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.039473684210526314,0
9972303,0,11,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.34375,1
1064400,1,11,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.3055555555555556,0
6401181,0,12,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.3125,0
8185732,0,11,3,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.16923076923076924,0
979060,1,13,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0.425,0
8067052,1,10,4,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.04225352112676056,0
8750291,0,13,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.14285714285714285,0
7195154,0,11,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.37777777777777777,1
3058793,0,11,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.30303030303030304,0
2814659,1,13,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.15384615384615385,0
8576575,0,10,4,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.0,0
7671778,0,14,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.2553191489361702,0
1569286,0,12,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.17567567567567569,0
9728238,0,10,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.21428571428571427,0
4293326,0,11,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.20588235294117646,0
7213232,1,10,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.1320754716981132,0
5530357,0,14,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.16326530612244897,0
6154396,0,13,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.08333333333333333,0
3819847,1,14,4,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.08974358974358974,0
8708356,0,10,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0.17647058823529413,0
9798730,0,14,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.5,0
8293817,1,13,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.4,0
4547419,0,11,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0.08,0
6949794,0,11,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.10294117647058823,0
975358,0,13,4,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.2,0
115879,0,11,3,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.06451612903225806,0
8720250,0,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.27586206896551724,0
1122264,0,14,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.06,0
1824972,0,12,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.7407407407407407,0
3631904,0,13,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.28205128205128205,0
2139014,1,14,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.2786885245901639,0
6280277,1,10,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0.12195121951219512,0
3178688,0,10,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.16666666666666666,0
1452093,1,11,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0.04054054054054054,0
2957847,0,12,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.2608695652173913,0
5653389,0,11,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.09302325581395349,0
1707308,0,12,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.1282051282051282,0
8492342,0,12,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.1506849315068493,0
7243096,0,12,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.01694915254237288,0
389815,0,11,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.1276595744680851,0
3086965,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.14285714285714285,1
9451062,0,13,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.4482758620689655,0
7769213,0,10,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.2916666666666667,1
95015,0,13,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.5405405405405406,0
7215905,1,10,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.013513513513513514,0
9655270,0,11,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.19047619047619047,0
1664781,0,13,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.40425531914893614,0
3651967,0,12,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.5757575757575758,0
4923527,0,13,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.06944444444444445,1
3496418,1,14,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.15789473684210525,0
5968406,0,10,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.27419354838709675,1
4265738,0,14,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.04411764705882353,0
6386271,0,14,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.13432835820895522,0
9328307,0,13,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.25,0
7986899,1,11,3,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.07936507936507936,0
1603582,0,14,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.2830188679245283,0
7044137,0,11,4,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.20512820512820512,0
8832947,0,11,5,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.16455696202531644,0
6518846,1,13,4,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.03896103896103896,1
7283789,0,13,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.18867924528301888,0
9236360,1,13,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.109375,1
3364671,0,11,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.2647058823529412,1
9400879,0,14,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.25,0
1299970,0,13,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.3684210526315789,1
7170002,0,11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.3448275862068966,0
8684332,0,13,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0.28125,0
8289361,1,11,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.3404255319148936,0
5198691,0,11,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.25675675675675674,0
8194916,0,12,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.09433962264150944,0
1456683,0,12,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.0,0
3073379,0,12,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.3,0
7441167,0,14,4,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.2676056338028169,1
